numeric_discrete,numeric_continuous,ordinal,categorical
1,45.70936123098542,5,C
7,47.537578780512824,3,C
7,55.95702250175515,1,A
6,63.2596997047509,3,A
7,43.47191515830197,3,C
2,53.812442664780725,1,B
5,48.64072710144233,2,A
0,56.181091025405884,2,B
6,65.0945769340769,1,B
0,47.596717625669854,4,D
8,33.301323333262694,3,B
0,57.43901676880293,5,D
0,41.67294781394548,2,B
6,48.56884263036222,5,D
1,57.87030836871614,1,A
4,52.97394853531108,5,C
7,48.98279974446955,5,C
7,44.24118287541679,3,D
2,21.00106219725001,1,A
6,56.98320815756202,5,D
2,47.47048300774236,2,D
5,65.13336278355726,1,A
5,53.9802802996187,2,B
2,44.58874627465157,4,B
6,60.6687008837604,5,A
2,61.5112940595819,1,D
7,47.80968185647522,2,C
9,61.93644865573228,5,D
3,44.44691944613953,3,B
0,51.59647769407903,2,A
3,55.714083877187804,2,A
6,57.84781584014189,4,A
10,56.2152184861589,3,B
3,46.67342819436828,4,D
5,60.93697640691441,3,A
8,48.755726768935816,2,C
0,44.30972637724807,4,A
4,44.45662032686669,5,D
10,69.39988391476335,3,B
6,42.580165719080554,2,C
0,62.916352267604466,1,C
3,38.645333041898304,3,A
5,54.87905445074186,3,D
1,52.97083451490835,5,A
9,66.21226879726228,3,C
4,43.455981048314854,3,A
10,40.69335782039613,5,D
9,48.834896216530176,5,B
0,66.64801829240452,4,C
5,41.15841520056232,2,D
5,24.115833677958,2,A
3,50.597678373732826,4,C
7,59.49522917961009,2,A
3,39.86194067360137,3,A
7,58.47932173353264,4,B
7,39.64089014987543,4,A
4,48.53441464308321,2,A
3,57.52682315286057,1,D
1,38.12534598261561,2,A
10,51.81513331507554,1,B
2,62.14973511292237,4,A
2,54.73934099211351,1,A
3,42.79373942409232,3,A
3,65.18718352716795,5,C
9,56.5839251192249,1,B
10,31.39552000075693,5,C
10,58.642436147342266,3,B
4,44.28625747582723,5,B
3,51.965635476424644,3,D
10,60.080040042932595,5,C
9,44.503954153351664,5,B
7,33.54407385958186,2,B
5,65.05545191905829,1,D
5,61.64583471201948,5,C
7,49.12743986817054,4,A
6,58.53421451492115,2,D
9,46.30613267936315,1,B
10,50.9697017676085,2,C
9,48.5571205736326,1,B
7,46.71055914642698,3,D
1,53.593025800857546,5,D
8,37.91821176354412,4,C
0,47.48419169234421,2,D
7,53.14479472483405,2,D
10,68.38100707961635,2,A
3,38.32465784687304,2,B
3,55.205530577324275,5,A
4,56.30148776427861,1,A
7,31.232812693172633,5,C
4,54.105320144092516,3,D
7,58.802850789837805,5,B
9,55.886526793824345,5,B
0,49.160727451273246,3,B
9,53.33240036522429,5,D
8,51.6984469724903,1,B
5,33.10542661684805,4,B
2,51.93320324754466,3,D
7,46.32929594018328,2,C
8,42.95177829002017,1,B
5,74.84969953586653,4,D
10,62.52615719619557,1,A
6,38.49827939685612,1,D
0,53.46636196565839,2,A
4,64.58025275564324,4,D
4,35.03800845923998,1,B
9,50.76983141407154,2,C
3,51.24072725719493,3,C
5,37.255071175009775,2,B
6,53.7955030461223,5,A
8,61.162463905181255,2,D
0,65.08047591419154,2,B
5,47.50635898374054,2,D
6,75.01645035135112,1,B
2,29.42033246603245,4,B
7,53.56216709814462,2,D
4,35.877056800701446,2,C
8,50.901826374969,5,C
4,44.78093249894971,5,A
8,55.06877456390561,3,D
9,48.731192858978055,3,A
3,41.74015821973484,5,B
8,42.3970905243602,4,A
4,69.32459497449553,3,B
9,54.43523738462415,4,D
8,32.97871293461612,5,D
2,55.507877351167636,3,D
3,48.053233376420025,2,D
8,50.04601087097139,5,A
9,58.19888153981797,3,B
10,61.83227173712846,4,C
5,41.41187272079311,4,D
1,49.70258345844616,3,D
6,44.53888997261431,4,B
1,55.968621810742626,3,C
10,47.67695506263831,3,D
1,50.292514797018754,4,C
10,47.297232389898355,1,D
0,48.93880484430668,2,A
10,67.04651005928136,5,A
10,73.90766164767724,2,C
10,53.77092093742476,5,B
2,49.00030220183097,5,B
5,34.04363239110317,2,A
7,42.39581800188626,3,B
8,48.73263964214094,4,B
6,42.84936779362574,1,B
3,43.90099237128078,1,C
5,65.75389474056165,1,C
4,50.28790813738482,2,B
7,51.18211991401937,2,A
0,43.258094396617736,3,B
0,61.77544724769586,1,D
10,47.87421372011432,3,A
5,44.79136334849144,1,C
9,34.19249182690558,2,D
1,49.38898086248634,4,B
4,44.479419982225984,4,B
0,66.845797460169,4,A
6,68.4389869200195,4,A
0,37.64719505233725,5,B
3,38.778467621190025,1,B
8,47.236803648735524,4,A
0,41.83962104605728,5,D
3,52.17416575686713,5,C
5,46.73376510914433,5,A
5,52.805323405552585,3,D
7,60.16093521646967,3,B
0,39.35778489664493,5,C
6,59.952112224773984,4,D
0,42.71347585679823,1,C
6,71.48482849148776,2,C
2,66.20975966249388,3,C
10,48.86919664113765,4,D
7,40.36416555469958,4,D
2,38.45134020325417,2,B
0,58.7362850207453,2,C
7,49.695972334695014,4,A
2,59.268668857519586,2,A
1,72.0422896929564,4,A
0,42.296170612838765,2,D
2,37.69861756241912,2,B
1,51.92560234532626,4,D
1,61.44759611452297,5,C
5,40.59539710214243,4,A
0,50.34624738759246,1,D
1,63.700436611709904,2,A
5,33.67122161509627,3,D
2,52.353179614390996,2,A
3,44.59896906401215,1,C
0,51.24156590971303,3,A
7,57.09784290583688,3,C
6,52.20808507888091,4,C
6,39.89777597888145,5,D
2,44.98753861766521,4,D
9,64.26592980324466,3,D
9,53.28932893924098,3,C
2,58.403191275848485,5,B
1,52.50295310183042,2,B
0,58.0911606824192,5,C
6,46.038539100626785,4,C
6,42.32488353232564,2,D
1,57.63697715848047,4,D
6,61.27374010445556,5,D
7,40.85718689203358,2,B
0,44.24055188576272,5,B
8,48.367735717690934,1,C
6,66.19824604982648,3,B
2,55.63135455168259,2,D
7,36.75913170134113,3,D
6,49.07017208410499,1,D
10,47.541212442495656,2,D
7,38.2673044399607,3,D
5,48.952080831052726,3,A
8,47.099625603936275,2,C
4,46.38367476382841,3,C
2,45.92618632618189,3,B
2,64.71393548348803,2,D
0,46.362968838994846,3,A
7,50.496710563002644,3,D
1,49.412352877232706,4,D
2,44.94983149632664,4,B
7,50.795047323676975,1,A
7,50.65350596097763,4,A
10,50.79756526899216,4,C
3,41.407668579035786,1,D
3,47.93875492747359,3,A
4,57.603218753498574,3,C
5,48.2018336861996,4,A
4,51.617819126012584,1,D
6,51.67037000726355,3,C
1,54.17395130733917,5,A
6,55.586509150138106,2,B
9,48.258493902507794,2,A
6,40.88664696907904,2,D
0,37.81284671325125,4,B
6,60.17686412736359,2,A
4,57.70250447971066,2,A
2,56.49364684337527,5,C
2,58.112035278626735,3,D
3,48.38444016374112,5,A
1,43.7512358223445,4,A
1,40.195925902019624,2,A
0,39.10650003414501,3,D
4,62.12158688550331,2,B
3,45.068551442458514,2,D
10,60.54859069210887,4,C
9,48.13114169619349,2,C
1,43.23758791757576,1,D
2,39.056352024498565,3,A
6,44.11845643012249,3,A
6,64.1823878290629,1,B
3,39.157899202201875,4,D
4,71.16746821479651,2,D
4,41.59392572530356,2,A
5,57.49949970651245,3,C
8,48.54748705745011,4,C
1,46.79440417473815,4,B
4,37.28579222874864,4,B
2,49.016070172487616,2,C
3,38.41714003633996,4,D
9,33.184229002325594,1,B
5,51.195986782174494,5,A
7,43.64576893164245,4,D
0,66.84348516124982,5,A
9,60.00021715092822,2,B
7,66.9743218133677,4,C
10,43.19117095492101,3,B
6,51.36137740131287,2,C
0,23.79329040318947,1,D
1,47.18197619313276,1,B
2,50.98498348024681,5,B
0,51.54048077701772,5,B
8,49.576315894583274,3,D
7,50.66592571751668,3,A
1,22.867573658365885,1,A
8,52.562218360819784,4,C
6,54.83439891930039,1,B
8,63.38025402628851,1,A
5,53.68738059276931,3,D
5,48.69262933286762,5,B
10,61.049419222309716,3,C
3,26.426657754005213,3,A
9,44.85051469372856,3,D
9,42.34190019941288,1,D
1,49.65478200168689,4,C
6,28.013071877708352,1,A
4,63.196356622437186,2,B
10,47.50190100315754,3,D
5,53.18796691158934,3,C
1,52.23091225059894,2,D
4,62.6248989487695,3,D
9,31.38049865125953,3,A
3,51.123211654698125,3,A
8,61.461782607048605,2,B
5,49.020135532793084,1,D
1,40.48730606861698,3,C
0,43.961098843442144,4,D
4,46.07057998193596,2,C
8,42.78949970477011,5,D
5,48.4718888293264,2,C
9,65.08247403185001,1,D
6,44.026352344625174,2,D
4,45.123260257210006,5,B
9,54.59780584050313,4,A
5,48.25179636036124,5,A
4,36.708148666551175,2,C
10,49.38811562220978,5,D
8,49.011085676030746,2,D
5,59.756783454381534,4,A
10,40.27847601797339,4,C
7,59.82319482755443,1,B
1,49.021691879000564,4,B
8,38.92058329085004,3,B
4,36.91221687923071,5,D
6,69.3438852790853,5,C
9,48.4008397716456,2,A
0,59.36504116730488,4,D
9,32.9188060539187,1,D
4,76.37694887963902,1,B
9,58.93244628367128,1,C
1,47.44559785844791,3,C
5,46.9383414214449,4,B
10,57.34598128302996,1,B
0,56.77181686725047,3,B
2,51.825292803974385,5,D
4,50.1087875820223,2,D
3,55.61067084025917,4,D
2,32.58296446919823,4,A
9,46.28725287385747,5,A
4,33.53136141707154,4,C
10,56.04592344702505,4,B
7,43.2418602896668,4,B
10,34.284219213208225,4,D
3,42.062134759810306,3,A
0,51.493562014657854,3,B
10,47.9477161744419,2,C
6,38.26843440967227,4,B
7,32.95131398269384,5,D
2,50.73932787030502,1,D
5,44.19231893249539,2,A
1,47.419192901359494,1,C
6,48.403148125117,1,C
7,54.30065687175318,4,B
5,58.46946501769913,5,C
5,51.46509200958443,1,B
4,46.79537450240356,1,B
7,50.24763538095803,2,A
0,46.60763032740378,5,C
9,33.574466463668784,5,D
3,60.91946171289575,1,B
3,59.034388624878034,5,B
2,69.88333993580596,2,B
2,72.80499306477608,2,C
3,38.23979867747239,2,C
10,46.646000796211716,4,C
0,75.11539596870142,1,B
10,49.594493844177656,5,D
10,52.442109025467516,2,D
1,34.78870048305421,1,C
8,51.50288631576774,1,D
9,69.31940374759088,4,B
1,62.866258101035285,5,C
4,43.90015378481456,5,C
8,46.036836334315836,2,B
8,38.69099707505737,2,C
7,41.48836859750294,1,B
0,30.8978807121353,5,C
0,49.15180325340257,5,D
8,65.1011067993041,2,C
10,53.554319240937495,3,C
7,63.66238989965733,1,C
9,60.73249400925998,5,A
8,44.53191910427372,4,D
6,42.404933385935514,4,B
2,42.788154431485445,3,A
2,32.829380515579516,2,D
1,50.323302327955744,2,C
4,20.95535603422913,2,C
2,55.91415509286386,4,B
5,50.718809357188746,2,B
1,54.7143986649484,4,D
2,60.570162829481355,3,D
4,51.987945883388534,1,B
10,66.31571737654755,5,D
10,56.2194581095221,3,B
0,42.428731531839496,4,C
0,47.62288957854121,3,B
9,27.387089732498634,5,A
8,40.97809559527834,1,B
6,46.19003594066609,5,B
0,55.46273609557666,4,A
7,42.49638971458189,5,A
2,37.5373598606557,3,A
7,31.124680969918742,2,A
4,44.03582481406682,3,B
0,69.5085180236793,4,D
6,52.71107034897033,1,A
4,59.39579412355179,5,C
5,40.999457673357504,1,B
5,34.265502398977816,4,D
7,37.78922535911933,5,C
8,49.028688908423625,3,B
1,30.058711565207435,3,B
8,39.93409583590229,4,C
10,44.13639314028706,5,A
9,36.79074693936699,3,A
8,28.763169826751707,4,C
9,52.89653698209758,4,D
9,50.45871444884565,1,A
6,57.79029867630129,3,B
0,38.895742507475575,5,B
6,57.59922743047471,3,D
9,65.29304194486886,3,B
4,52.62214732236855,3,A
5,43.900637055533394,4,D
9,51.450806495092436,2,A
6,43.42212610704423,2,D
4,41.75716442321249,1,C
6,56.83260389503326,3,B
8,48.609496802128014,2,D
2,62.05095653450029,1,C
7,45.575770107564296,4,A
1,46.58825419329989,3,C
10,44.33489004768528,5,A
6,38.79816561312795,4,D
1,58.14424898616591,1,D
3,71.85711664614155,4,B
6,46.17772761433848,5,B
2,43.19504056324994,4,D
1,42.54676516292909,1,A
10,43.2026677239962,5,A
9,66.49783686240802,5,D
6,42.81519480240109,4,A
0,44.1473319911046,5,D
7,37.59645747849028,4,B
2,52.9364877386307,3,A
1,49.32770437849013,5,B
2,38.628212241974396,4,C
4,41.071704026819205,3,B
10,65.32933370535558,5,C
7,50.32707756268768,3,B
9,51.01685395447298,5,B
6,51.056538250260616,1,A
6,63.94625388211176,1,B
6,39.54785637679289,4,D
7,46.03604479823545,2,A
0,48.31034793337489,1,A
3,32.78824174710276,2,A
5,40.83858483418656,3,B
8,60.466748272809376,3,A
1,57.602134963301175,2,C
0,59.37066875102031,4,C
9,44.10909777468599,5,B
1,45.34304759881164,2,A
6,32.11934504961967,2,D
2,59.3193454231631,2,D
9,60.96652268766096,2,C
1,60.83920966535608,2,B
10,66.0409125347724,4,B
6,54.22108593489906,1,B
1,65.56881836546692,5,B
2,47.99525390842122,1,B
10,32.3298963499445,2,A
6,58.607246772401176,1,A
3,31.961108739913044,4,A
0,51.702020494933656,3,D
4,59.55323802124256,1,A
8,53.24258796035197,5,B
7,72.78243070582275,4,B
8,30.34071005853022,3,D
9,49.17139327464085,4,D
8,50.17455465252656,2,C
6,36.558971838175864,3,D
3,38.462672092757145,5,C
4,41.548713891733996,3,A
0,39.00352705950738,5,B
0,48.92005349836132,2,C
2,43.9703509984784,5,C
7,53.17908384095675,4,C
1,56.49430466203063,1,D
3,55.81778959718889,4,D
1,45.89873754815244,4,D
4,52.844756294644725,3,C
8,60.351289161767326,2,A
0,54.4556458127749,1,B
4,68.5897769444342,5,D
8,59.82178986766688,3,A
0,67.1840707264846,2,D
8,25.076568720699353,1,D
7,50.96676121140232,4,C
3,46.76067499047782,2,C
10,48.75020269685785,2,D
9,41.950405798958606,2,B
4,53.961994003841795,4,D
4,31.916435675825873,5,B
10,54.03436862871291,3,A
5,42.282887798194594,5,D
6,44.99613909879566,1,B
7,54.385017695657375,3,A
7,50.787777278663334,1,A
10,60.53920911406453,4,C
1,40.304964941540106,5,A
8,49.19294347782873,2,C
6,58.88773117011151,3,A
3,53.611997437513985,2,A
3,54.25594253462796,1,B
10,61.080428583832344,2,B
7,45.93757551130472,2,C
3,43.83169122877729,4,D
5,55.75904436932336,4,B
4,48.50568513988911,5,A
2,61.22203567697716,1,C
9,53.69773437115056,4,C
10,43.76649319709738,4,C
1,53.38384026811142,5,A
8,40.973003357774665,3,B
9,59.469284683570564,5,D
8,36.02847693451848,2,C
0,62.22065274196185,2,A
9,53.20876511184577,4,B
2,48.35439030377326,4,B
7,57.63334150933876,5,D
5,55.11326644162355,5,C
4,63.30381685658061,1,A
4,63.21061738353467,2,B
5,53.52290444166287,5,A
6,41.282293119584224,3,B
0,44.584909995537586,1,C
8,49.283531141883515,5,C
2,60.81721694395094,4,D
3,45.436135386625246,5,B
9,46.270594795698635,4,A
0,68.48350629267426,4,B
10,48.95701488622273,2,A
9,43.65268109733395,2,D
2,57.76646028394148,5,B
1,49.43865717040415,5,C
1,36.10400836566434,3,A
0,60.40914082807374,1,C
7,42.529606793007254,1,D
2,50.43585598389576,5,D
2,49.31860886212644,2,A
5,52.30101173469863,3,B
7,28.089259274353356,1,C
8,46.64900521200765,5,C
8,61.24837060115702,2,A
3,62.65445519891654,2,A
4,40.087096183596785,2,A
1,59.20598242711816,4,D
10,42.38570245574416,2,D
8,46.254677406127165,5,C
7,46.78015633540748,3,B
2,51.088037097054084,5,A
10,60.01366456290862,2,D
8,52.64584536029111,3,B
2,48.738682396761554,1,A
8,59.67311233038215,1,B
1,41.97338609766285,5,A
9,49.22782556532051,3,B
8,59.95781228377528,5,C
7,55.293062117905734,3,A
8,45.336960225550875,3,A
4,34.87043233399733,5,C
10,53.108581907948114,3,A
10,34.21324798097011,2,A
1,47.874986353088346,3,D
7,61.78948399236668,3,C
5,55.96758646301849,5,D
7,29.76346021987833,1,C
10,52.004515043403174,4,B
4,46.80830085397405,3,C
9,37.262825992745505,4,C
1,53.350212958021025,3,D
5,45.08262151209273,5,A
4,45.14465961360502,5,C
4,51.2404511842672,3,A
0,43.741154690985155,5,C
1,50.957358338665635,5,D
7,44.06675110370066,3,C
2,44.61538539377458,1,B
9,59.92929769295528,3,C
2,60.946716363802764,1,C
7,32.91345752857375,5,A
7,57.47072843846553,1,A
1,63.985910046261054,5,B
7,65.57376817403576,1,C
10,55.20379725885119,1,A
0,39.42602142256103,3,C
5,56.299808403475346,1,D
7,41.307476447840834,5,D
2,46.57034833843346,3,B
7,53.83082157044819,1,D
0,41.952406533812606,3,A
10,38.53599693282216,4,A
10,54.65773318490823,3,B
8,68.67224204312315,4,C
10,62.432343304794635,4,A
8,57.07186185050095,3,D
4,59.79185435589733,5,A
9,56.377194971819165,5,B
3,54.49900229409393,5,D
10,58.98617839598647,2,D
5,36.316369079459776,4,D
6,51.99485299442913,3,B
4,49.190517937561566,5,B
10,50.789028311445634,5,C
9,45.3862778525321,3,C
8,55.204878447742324,4,C
2,41.82071990312393,3,B
6,44.661450706079656,2,D
9,43.46120086347899,2,D
9,58.63946637269869,3,A
10,49.88276496790807,4,C
4,45.39167660203237,5,D
6,46.265703049838194,2,D
1,50.03880616680407,2,D
3,66.22174918869854,4,D
1,37.63479663653328,2,B
6,56.75509997679785,2,C
1,54.71862338031008,4,D
10,41.170346015532246,3,D
0,64.66873290154686,5,D
8,55.39280450880676,5,D
0,44.92266696770243,2,A
7,31.4058667405374,5,D
1,52.291468344991124,3,D
7,49.55254415244017,2,D
2,39.69287068733881,5,A
5,39.56385589864363,1,B
2,58.68509867119505,1,A
6,30.44305092679005,1,D
9,53.14282755073036,1,B
8,48.12563024689138,1,D
1,54.971548283534396,2,B
4,47.056949901397985,4,D
5,52.93274965260314,4,D
3,42.572251554712906,2,B
3,49.50795083826632,2,B
3,54.890838781507426,3,D
1,51.5087187127547,4,A
3,53.80306842401544,1,A
10,40.72078700548353,2,A
0,44.09325438115148,1,A
5,44.26660160784055,4,B
0,47.23510244413247,5,B
9,63.58582869617828,5,A
5,46.45821244464299,2,C
0,38.564405402344995,3,C
5,55.416456878505926,1,C
9,63.466434314344816,2,D
7,37.38788148147691,3,A
10,69.7281075471809,1,D
1,54.15176602323072,4,B
1,60.338907890683906,5,B
3,64.67071635043315,3,C
10,59.72617642707742,1,C
2,48.89464402992318,2,B
3,62.17698144191415,1,C
6,52.54599769870919,2,C
10,60.9048472490764,5,B
0,61.99875483780683,5,D
5,39.09103410027232,1,C
2,57.943011319770065,1,D
10,48.181080814866284,2,C
9,51.381906367840145,2,A
6,51.27092748842798,3,D
9,50.86970217575358,3,D
1,65.23525312229039,3,C
1,36.33552373105937,1,D
3,32.77656643130214,3,A
0,30.667099283344267,1,B
2,60.69144263935914,5,A
8,42.2656250813234,4,B
6,51.32186469514886,5,A
6,48.85282875875421,1,A
10,41.1362485936002,1,D
3,58.51477237555699,4,A
1,48.725370317826155,2,C
3,47.62264922961615,2,C
5,52.32871307740251,2,C
10,57.20772084838217,3,C
10,40.410237564655525,2,D
2,58.72918347333287,3,C
0,64.4985351977335,3,A
7,35.73877631238824,2,C
4,52.78298979127832,2,D
4,46.95077787642673,4,B
10,56.992305807201404,4,A
3,37.83340787473149,3,A
5,66.28938225643576,4,D
2,33.92105193570931,3,B
8,47.55719060223466,1,C
4,54.3429607599536,3,B
2,43.13663153065175,3,A
10,41.565984515429626,4,A
0,52.22235636630524,1,A
9,50.7775991999108,5,B
5,50.0593816941515,5,C
1,58.58688511465626,5,A
2,46.05527306571979,1,D
0,53.19592649795005,2,C
8,44.93397191724185,1,A
7,41.50670514170592,4,C
1,47.15241371509981,3,D
10,45.012348128063685,3,B
7,45.511961988372185,4,A
8,61.65327417802162,4,D
0,47.45896545964446,3,A
4,43.37093327720135,2,A
7,50.28078774047991,2,B
10,51.042279391284076,2,B
1,38.131187704059286,4,C
3,47.01593728076156,3,D
6,46.61315675901403,3,D
2,48.278557262915264,3,B
4,57.25528373037986,1,A
7,51.36671871162883,1,C
9,62.279373473853305,5,B
2,49.88339644111185,1,C
3,67.76087280380064,2,C
8,45.39224986268347,2,D
6,42.304376188348755,2,C
0,55.47302674776974,2,D
3,63.64081937465018,5,A
3,36.21196695414774,2,A
8,48.03009351785685,4,B
5,43.892180549141294,4,A
8,51.428510129920795,4,D
5,50.100179234994044,1,C
5,63.45381247627721,3,C
4,48.91595207125217,5,A
4,63.74784098970229,4,D
1,46.848996639813144,4,C
7,59.26481875105216,2,A
7,52.286630281367195,4,D
10,67.29885398683444,2,D
0,35.229851371855716,2,C
7,38.36142282240175,3,B
4,68.31622284658387,1,B
1,42.66734906513646,2,D
1,43.30196641924138,2,D
5,41.24276414500146,3,A
10,61.48445956533724,2,D
8,37.465423867748754,5,A
0,50.22450412277661,1,A
5,47.343781782194625,5,A
8,60.36515583504435,4,D
7,44.36317337668355,1,D
10,54.15272579113274,4,A
5,38.287838266227304,2,C
2,72.73941038677201,3,D
7,47.60407675346291,5,B
8,50.087634848853675,4,C
0,66.54754358850542,2,B
8,44.133272256947905,5,D
5,66.67382342938616,5,C
5,45.88528825862039,4,D
3,56.71698183821259,2,D
0,44.273183598407016,3,C
9,36.43963554855266,4,D
7,54.14594350540616,5,C
1,56.399034009835326,5,D
0,36.84114257673761,1,A
1,46.92941681091288,2,B
0,62.00758961536907,1,A
0,56.0011895079661,3,D
8,46.04784998215949,4,D
0,44.02474298365544,5,D
3,69.48244325134776,2,A
9,35.53067930197142,5,D
5,49.408014255913976,1,C
6,35.35303126306056,1,B
1,63.148146448442816,4,D
5,49.92876387791663,2,D
6,51.78174084769435,2,B
9,77.68892309627608,4,B
9,44.06527324263607,1,B
1,67.48575914058534,1,A
1,46.09268085591812,1,A
9,47.66487542415101,5,D
6,76.38175256620599,3,B
0,48.38909622738326,1,D
7,36.256285957047524,3,D
10,52.81918788126312,3,D
2,48.27263174832996,2,A
10,53.6709584173386,4,B
5,48.6640220667223,5,D
8,72.15544616204764,3,A
5,55.56735838835936,5,C
8,39.25035372274182,2,C
6,51.24546802023855,1,D
8,42.00370175832961,3,D
1,47.52286157497046,4,B
7,40.89559289433177,2,B
7,71.07118523206023,5,D
1,43.08615384821778,1,A
3,56.87564351994137,5,D
10,46.765205781233725,4,B
6,38.4158682742721,3,B
10,51.976493028995066,4,A
3,54.006918370857065,5,D
3,55.586265327545135,5,B
5,23.777808454590573,4,D
9,37.65154286330909,4,B
5,59.57554719021884,4,C
9,40.76393037391208,1,C
2,52.029440503101114,5,C
8,37.41975304771215,2,B
9,57.3160110215844,1,A
10,59.31269595995574,1,C
1,57.31909906172367,1,B
5,60.32556812353597,2,D
6,65.63900144899533,4,C
8,38.259258683910254,5,A
2,42.11328068848638,3,A
9,58.975435703037945,3,A
2,61.30219771837481,5,D
6,43.25657046428074,2,D
3,42.561139346744156,3,A
7,43.47786510069494,1,A
6,33.949050359560545,3,A
4,37.28588817825924,5,D
6,37.527073549698464,1,D
2,47.059015261943664,3,B
1,52.70836515833955,5,C
5,54.33472831642372,2,D
1,44.91437746724319,5,A
2,45.16012883719121,2,C
5,51.236614951512614,1,D
4,35.039854428505734,5,C
7,59.59440532083089,4,B
8,62.85385279014271,4,D
10,43.7441936231196,4,A
2,46.01563840651221,4,A
9,62.433122248451696,4,B
2,48.769484090101,2,B
2,55.882454459516296,5,B
5,49.07694606199226,1,B
0,65.56307388480275,4,B
6,54.90079628251496,4,D
0,55.47655771919192,1,D
4,55.66306538733587,1,C
9,44.44886263672288,4,B
7,45.36760863077465,2,A
3,57.69245639559975,1,A
4,51.264128294336174,5,B
3,38.22388992188227,5,B
3,68.7310442462478,2,B
7,59.780718672971,3,B
1,50.37626323845019,2,B
0,47.264990182000346,4,A
2,51.986758575300826,3,C
8,55.17520099157427,4,B
3,29.669992643299526,5,B
9,71.12349709485754,1,B
4,42.1011569083308,4,D
1,49.98094367011243,5,A
3,50.348668827791464,2,A
1,69.96850218688851,4,C
1,49.11876158993305,5,D
3,65.88507294353629,1,D
5,54.06727469461114,4,D
6,40.38115137794051,5,C
9,51.34707468102805,4,C
2,48.814912782850875,1,C
2,39.15929515095771,4,D
9,53.57722769472242,4,A
5,50.22102749849856,5,D
2,55.564217054585406,3,C
1,51.933527795983146,4,D
7,43.4889710298593,3,B
4,57.683339922903144,2,D
0,43.75601719746421,4,D
2,19.00329477216729,3,A
9,51.28652947954217,2,A
7,44.459262727660104,5,A
3,53.82130504396635,4,B
6,69.98871735939714,5,A
9,70.27739693148058,2,B
1,48.3487707777816,5,C
6,41.73484828753944,5,A
4,55.84683281917922,1,D
4,46.297744081336454,2,D
5,53.917765223469424,5,B
8,43.39139237773146,3,A
5,52.50692416022752,2,D
7,41.88025847706524,1,C
6,61.84253416031466,4,A
8,44.100223092473875,5,C
3,56.61102535734969,3,D
1,37.35232716814481,1,A
6,57.81173856610691,2,B
5,40.336159307318,5,D
0,52.61176806974509,1,C
10,60.23200973347986,1,A
8,48.000171014432205,3,C
8,39.70833089254067,4,C
1,54.96812507135921,4,B
2,41.590186010134516,4,B
4,45.95754400802771,2,D
4,52.65462659495727,1,B
0,63.60676036107705,2,B
7,50.265533537994685,1,D
7,50.22857509845124,3,D
3,57.37512893622851,3,D
6,50.50371896672997,2,D
10,56.35530199832898,2,C
9,60.78533546062947,3,C
2,46.72262849732001,5,D
5,17.249893660865446,4,D
9,41.82072906414534,4,A
9,62.08682010835303,3,A
8,49.66235218602346,4,A
0,46.60869729072101,5,B
4,61.66784993203208,5,C
3,48.986750837701045,1,C
7,29.07466794250844,2,A
10,34.946979389916564,4,A
0,54.18648020816906,5,C
8,49.33109058405274,2,B
5,64.54656478829222,2,A
3,42.66731316195823,1,D
8,46.90499237996205,2,A
10,41.1549692693998,2,C
4,44.79405822319547,3,C
4,31.08096098746376,1,A
4,46.14315335949468,1,A
0,49.48131136230098,4,D
0,48.636691575343164,2,D
7,71.4955326373281,4,B
7,68.3348457717698,5,B
5,42.49100529038915,2,D
10,29.560633053474042,5,B
3,49.00799647068443,3,B
1,53.7651013817062,2,A
1,41.395159266171646,4,D
8,41.89024366074277,4,A
4,65.82554969312532,2,A
3,47.424484288546964,4,B
9,56.622501856957385,2,A
0,40.69694302145555,1,C
6,49.43059541275207,4,B
2,46.636616463654875,2,C
5,43.24626761196712,2,B
4,61.55300411521693,4,A
4,36.11122990366986,1,B
10,53.000568255112896,4,C
4,46.44878344509501,2,B
0,54.14824482035874,1,C
0,46.58423367781643,5,D
2,58.671930619189396,3,A
9,40.60297401747848,4,C
3,61.57553191675312,2,D
4,49.71197305325578,1,A
1,36.71497470984876,1,D
7,56.80215455902823,5,C
10,48.01150256482349,4,A
10,32.92162073860456,1,D
1,53.3246808375887,5,C
8,60.065957152777,2,D
1,62.82135740360131,5,A
8,46.21648117400234,4,A
6,51.453180553257376,5,A
7,50.50536342792911,1,C
10,64.89802631571354,1,D
1,41.89511417626683,3,D
6,45.35340547795458,5,C
5,41.65279690550194,2,A
3,35.50849476887113,4,B
6,52.47787181052082,3,A
3,66.01298331777588,5,B
1,48.01515541484939,2,A
9,41.181033784568655,3,C
6,51.868597022320685,1,B
7,55.89118178772656,4,C
1,48.43636862563428,5,B
4,64.03535331954177,2,D
0,41.87638105712478,1,B
6,47.13030363487637,3,B
7,52.95987904842962,4,B
5,53.92963752617827,3,D
4,50.47228092298161,3,C
5,37.215800776428516,2,D
1,73.3801140420633,1,B
0,47.640300849539,5,A
6,51.102675185846564,2,D
6,56.167610931729804,4,A
9,43.634946373504704,3,D
10,50.56926420870776,4,D
9,43.22809762346706,2,B
1,54.15550741474231,2,C
1,47.23977351444431,5,C
0,52.68718527304669,3,B
9,39.534626535143985,2,D
7,41.71083565993794,4,C
7,36.34859323143198,5,C
0,42.894699206737926,4,C
10,24.264757563018602,3,B
